[2026-03-03T20:36:24.805024+00:00] [XRP] WARNING: Kraken Spot = $1.3609 | Coinbase Spot = $1.3583 | Diff = 0.1903%
[2026-03-06T20:14:19.837062+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:19.917847+00:00] [BTC] WARNING: Kraken Spot = $68018.7000 | Coinbase Spot = $68192.5150 | Diff = 0.2555%
[2026-03-06T20:14:19.976727+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:19.982139+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:14:20.325523+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:21.866702+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:14:21.878332+00:00] [BTC] WARNING: Kraken Spot = $68018.7000 | Coinbase Spot = $68192.5150 | Diff = 0.2555%
[2026-03-06T20:14:21.895501+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:22.013952+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:22.100239+00:00] [BTC] WARNING: Kraken Spot = $68018.7000 | Coinbase Spot = $68192.5150 | Diff = 0.2555%
[2026-03-06T20:14:22.120124+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1838%
[2026-03-06T20:14:22.350123+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:22.574599+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:24.083586+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:24.473949+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:26.523612+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:26.568202+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:14:26.761029+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:27.102802+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:27.217757+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:14:28.857658+00:00] [SOL] WARNING: Kraken Spot = $85.1000 | Coinbase Spot = $85.3350 | Diff = 0.2761%
[2026-03-06T20:14:28.889497+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:14:28.900626+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:29.570177+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:31.303567+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:31.796708+00:00] [ETH] WARNING: Kraken Spot = $1979.2200 | Coinbase Spot = $1985.8050 | Diff = 0.3327%
[2026-03-06T20:14:35.669206+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:14:35.914145+00:00] [XRP] WARNING: Kraken Spot = $1.3603 | Coinbase Spot = $1.3628 | Diff = 0.1845%
[2026-03-06T20:59:11.549240+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:11.816102+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:13.776729+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:14.027894+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:15.906564+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:16.258544+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:18.196774+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:18.552709+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:20.606416+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:21.084423+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:22.694618+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:23.113237+00:00] [XRP] WARNING: Kraken Spot = $1.3569 | Coinbase Spot = $1.3593 | Diff = 0.1732%
[2026-03-06T20:59:25.293675+00:00] [XRP] WARNING: Kraken Spot = $1.3557 | Coinbase Spot = $1.3593 | Diff = 0.2626%
[2026-03-06T20:59:25.817386+00:00] [XRP] WARNING: Kraken Spot = $1.3552 | Coinbase Spot = $1.3593 | Diff = 0.2981%
[2026-03-06T20:59:27.783750+00:00] [XRP] WARNING: Kraken Spot = $1.3552 | Coinbase Spot = $1.3593 | Diff = 0.2981%
[2026-03-06T20:59:28.143706+00:00] [XRP] WARNING: Kraken Spot = $1.3552 | Coinbase Spot = $1.3593 | Diff = 0.2981%
[2026-03-06T20:59:29.986165+00:00] [XRP] WARNING: Kraken Spot = $1.3550 | Coinbase Spot = $1.3593 | Diff = 0.3159%
[2026-03-06T20:59:30.401605+00:00] [XRP] WARNING: Kraken Spot = $1.3550 | Coinbase Spot = $1.3593 | Diff = 0.3159%
[2026-03-06T20:59:32.342153+00:00] [XRP] WARNING: Kraken Spot = $1.3550 | Coinbase Spot = $1.3593 | Diff = 0.3159%
[2026-03-06T20:59:32.870923+00:00] [XRP] WARNING: Kraken Spot = $1.3550 | Coinbase Spot = $1.3593 | Diff = 0.3159%
[2026-03-06T20:59:34.742398+00:00] [XRP] WARNING: Kraken Spot = $1.3543 | Coinbase Spot = $1.3593 | Diff = 0.3655%
[2026-03-06T20:59:35.020742+00:00] [XRP] WARNING: Kraken Spot = $1.3543 | Coinbase Spot = $1.3593 | Diff = 0.3655%
[2026-03-06T20:59:36.920682+00:00] [XRP] WARNING: Kraken Spot = $1.3549 | Coinbase Spot = $1.3593 | Diff = 0.3181%
[2026-03-06T20:59:37.250419+00:00] [XRP] WARNING: Kraken Spot = $1.3549 | Coinbase Spot = $1.3593 | Diff = 0.3181%
[2026-03-06T20:59:39.479106+00:00] [XRP] WARNING: Kraken Spot = $1.3549 | Coinbase Spot = $1.3593 | Diff = 0.3181%
[2026-03-06T20:59:39.945970+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.1990%
[2026-03-06T20:59:41.946715+00:00] [XRP] WARNING: Kraken Spot = $1.3568 | Coinbase Spot = $1.3593 | Diff = 0.1813%
[2026-03-06T20:59:42.326464+00:00] [XRP] WARNING: Kraken Spot = $1.3568 | Coinbase Spot = $1.3593 | Diff = 0.1813%
[2026-03-06T20:59:44.389951+00:00] [XRP] WARNING: Kraken Spot = $1.3568 | Coinbase Spot = $1.3593 | Diff = 0.1813%
[2026-03-06T20:59:44.714291+00:00] [XRP] WARNING: Kraken Spot = $1.3568 | Coinbase Spot = $1.3593 | Diff = 0.1813%
[2026-03-06T20:59:51.555980+00:00] [XRP] WARNING: Kraken Spot = $1.3568 | Coinbase Spot = $1.3593 | Diff = 0.1835%
[2026-03-06T20:59:52.055326+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:53.689100+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:54.176265+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:56.228557+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:56.490986+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:58.712072+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T20:59:58.986984+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T21:00:01.417010+00:00] [XRP] WARNING: Kraken Spot = $1.3565 | Coinbase Spot = $1.3593 | Diff = 0.2020%
[2026-03-06T22:59:52.392375+00:00] [BTC] WARNING: Kraken Spot = $68301.6000 | Coinbase Spot = $68413.1150 | Diff = 0.1633%
[2026-03-06T22:59:52.746260+00:00] [BTC] WARNING: Kraken Spot = $68301.6000 | Coinbase Spot = $68413.1150 | Diff = 0.1633%
[2026-03-06T22:59:55.257695+00:00] [BTC] WARNING: Kraken Spot = $68297.2000 | Coinbase Spot = $68401.1400 | Diff = 0.1522%
[2026-03-06T22:59:59.575994+00:00] [XRP] WARNING: Kraken Spot = $1.3680 | Coinbase Spot = $1.3703 | Diff = 0.1696%
[2026-03-06T23:00:00.185648+00:00] [XRP] WARNING: Kraken Spot = $1.3680 | Coinbase Spot = $1.3703 | Diff = 0.1696%
[2026-03-07T03:13:08.416141+00:00] [ETH] WARNING: Kraken Spot = $1985.9500 | Coinbase Spot = $1982.7000 | Diff = 0.1636%
[2026-03-07T03:13:09.992996+00:00] [ETH] WARNING: Kraken Spot = $1985.9500 | Coinbase Spot = $1982.7000 | Diff = 0.1636%
[2026-03-07T03:13:11.697492+00:00] [ETH] WARNING: Kraken Spot = $1985.9500 | Coinbase Spot = $1982.7000 | Diff = 0.1636%
[2026-03-07T03:13:13.376489+00:00] [ETH] WARNING: Kraken Spot = $1985.9500 | Coinbase Spot = $1982.7000 | Diff = 0.1636%
[2026-03-07T03:13:14.954825+00:00] [ETH] WARNING: Kraken Spot = $1987.5300 | Coinbase Spot = $1982.7000 | Diff = 0.2430%
[2026-03-07T03:13:17.101874+00:00] [ETH] WARNING: Kraken Spot = $1987.5300 | Coinbase Spot = $1982.7000 | Diff = 0.2430%
[2026-03-07T03:13:18.679618+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1985.5100 | Diff = 0.1574%
[2026-03-07T03:13:20.849015+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1982.7000 | Diff = 0.2987%
[2026-03-07T03:13:22.482477+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1985.5100 | Diff = 0.1574%
[2026-03-07T03:13:24.550089+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1985.5100 | Diff = 0.1574%
[2026-03-07T03:13:28.612773+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1985.5100 | Diff = 0.1574%
[2026-03-07T03:13:30.263607+00:00] [ETH] WARNING: Kraken Spot = $1988.6400 | Coinbase Spot = $1985.5100 | Diff = 0.1574%
[2026-03-07T03:13:47.115928+00:00] [ETH] WARNING: Kraken Spot = $1990.4800 | Coinbase Spot = $1987.3150 | Diff = 0.1590%
[2026-03-07T03:13:47.465369+00:00] [ETH] WARNING: Kraken Spot = $1990.4800 | Coinbase Spot = $1987.3150 | Diff = 0.1590%
[2026-03-07T03:13:51.548339+00:00] [ETH] WARNING: Kraken Spot = $1991.0000 | Coinbase Spot = $1987.3900 | Diff = 0.1813%
[2026-03-07T03:13:51.808112+00:00] [ETH] WARNING: Kraken Spot = $1991.0000 | Coinbase Spot = $1987.3900 | Diff = 0.1813%
[2026-03-07T03:13:53.826784+00:00] [XRP] WARNING: Kraken Spot = $1.3741 | Coinbase Spot = $1.3709 | Diff = 0.2314%
[2026-03-07T03:13:54.256707+00:00] [ETH] WARNING: Kraken Spot = $1995.0200 | Coinbase Spot = $1987.3900 | Diff = 0.3825%
[2026-03-07T03:13:54.640191+00:00] [ETH] WARNING: Kraken Spot = $1995.0200 | Coinbase Spot = $1987.3900 | Diff = 0.3825%
[2026-03-07T03:13:54.672353+00:00] [XRP] WARNING: Kraken Spot = $1.3743 | Coinbase Spot = $1.3709 | Diff = 0.2438%
[2026-03-07T03:13:56.126740+00:00] [XRP] WARNING: Kraken Spot = $1.3743 | Coinbase Spot = $1.3711 | Diff = 0.2328%
[2026-03-07T03:13:56.341615+00:00] [BTC] WARNING: Kraken Spot = $68533.5000 | Coinbase Spot = $68408.5850 | Diff = 0.1823%
[2026-03-07T03:13:56.510935+00:00] [XRP] WARNING: Kraken Spot = $1.3743 | Coinbase Spot = $1.3711 | Diff = 0.2328%
[2026-03-07T03:13:56.705865+00:00] [BTC] WARNING: Kraken Spot = $68533.5000 | Coinbase Spot = $68408.5850 | Diff = 0.1823%
[2026-03-07T03:13:56.806546+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1987.3900 | Diff = 0.3360%
[2026-03-07T03:13:57.207091+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1987.3900 | Diff = 0.3360%
[2026-03-07T03:13:58.775416+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1987.3900 | Diff = 0.3360%
[2026-03-07T03:13:58.795690+00:00] [BTC] WARNING: Kraken Spot = $68536.8000 | Coinbase Spot = $68403.6750 | Diff = 0.1942%
[2026-03-07T03:13:58.873193+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:13:59.031113+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1987.3900 | Diff = 0.3360%
[2026-03-07T03:13:59.128431+00:00] [BTC] WARNING: Kraken Spot = $68536.8000 | Coinbase Spot = $68403.6750 | Diff = 0.1942%
[2026-03-07T03:13:59.268176+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:13:59.426361+00:00] [SOL] WARNING: Kraken Spot = $84.9600 | Coinbase Spot = $84.7950 | Diff = 0.1942%
[2026-03-07T03:13:59.689427+00:00] [SOL] WARNING: Kraken Spot = $84.9600 | Coinbase Spot = $84.7950 | Diff = 0.1942%
[2026-03-07T03:14:01.132739+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:14:01.363323+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1990.7150 | Diff = 0.1693%
[2026-03-07T03:14:01.373768+00:00] [SOL] WARNING: Kraken Spot = $84.9600 | Coinbase Spot = $84.7950 | Diff = 0.1942%
[2026-03-07T03:14:01.383573+00:00] [BTC] WARNING: Kraken Spot = $68507.0000 | Coinbase Spot = $68403.6750 | Diff = 0.1508%
[2026-03-07T03:14:01.555684+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:14:01.669850+00:00] [ETH] WARNING: Kraken Spot = $1994.0900 | Coinbase Spot = $1990.7150 | Diff = 0.1693%
[2026-03-07T03:14:01.783607+00:00] [SOL] WARNING: Kraken Spot = $84.9600 | Coinbase Spot = $84.7950 | Diff = 0.1942%
[2026-03-07T03:14:03.793232+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3716 | Diff = 0.2465%
[2026-03-07T03:14:04.046586+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3716 | Diff = 0.2465%
[2026-03-07T03:14:04.135778+00:00] [ETH] WARNING: Kraken Spot = $1993.0700 | Coinbase Spot = $1987.3900 | Diff = 0.2850%
[2026-03-07T03:14:06.227968+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:14:06.374514+00:00] [ETH] WARNING: Kraken Spot = $1992.3800 | Coinbase Spot = $1987.3900 | Diff = 0.2505%
[2026-03-07T03:14:06.607938+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3709 | Diff = 0.2938%
[2026-03-07T03:14:06.714251+00:00] [ETH] WARNING: Kraken Spot = $1992.3800 | Coinbase Spot = $1987.3900 | Diff = 0.2505%
[2026-03-07T03:14:08.564124+00:00] [XRP] WARNING: Kraken Spot = $1.3737 | Coinbase Spot = $1.3709 | Diff = 0.1973%
[2026-03-07T03:14:09.005639+00:00] [XRP] WARNING: Kraken Spot = $1.3737 | Coinbase Spot = $1.3709 | Diff = 0.1973%
[2026-03-07T03:14:17.332677+00:00] [ETH] WARNING: Kraken Spot = $1991.4200 | Coinbase Spot = $1994.4850 | Diff = 0.1539%
[2026-03-07T03:14:17.699412+00:00] [ETH] WARNING: Kraken Spot = $1991.4200 | Coinbase Spot = $1994.4850 | Diff = 0.1539%
[2026-03-07T03:14:19.461329+00:00] [ETH] WARNING: Kraken Spot = $1991.4100 | Coinbase Spot = $1994.4850 | Diff = 0.1544%
[2026-03-07T03:14:19.771677+00:00] [ETH] WARNING: Kraken Spot = $1991.4100 | Coinbase Spot = $1994.4850 | Diff = 0.1544%
[2026-03-07T03:14:31.073840+00:00] [XRP] WARNING: Kraken Spot = $1.3728 | Coinbase Spot = $1.3751 | Diff = 0.1617%
[2026-03-07T03:14:31.830191+00:00] [XRP] WARNING: Kraken Spot = $1.3728 | Coinbase Spot = $1.3751 | Diff = 0.1617%
[2026-03-07T03:14:37.733665+00:00] [ETH] WARNING: Kraken Spot = $1995.2000 | Coinbase Spot = $1990.7500 | Diff = 0.2230%
[2026-03-07T03:14:38.358291+00:00] [ETH] WARNING: Kraken Spot = $1995.2000 | Coinbase Spot = $1990.7500 | Diff = 0.2230%
[2026-03-07T03:14:42.263278+00:00] [ETH] WARNING: Kraken Spot = $1995.0800 | Coinbase Spot = $1990.7500 | Diff = 0.2170%
[2026-03-07T03:14:42.547844+00:00] [ETH] WARNING: Kraken Spot = $1995.0800 | Coinbase Spot = $1990.7500 | Diff = 0.2170%
[2026-03-07T11:14:58.832714+00:00] [XRP] WARNING: Kraken Spot = $1.3724 | Coinbase Spot = $1.3703 | Diff = 0.1508%
[2026-03-07T11:14:59.376393+00:00] [XRP] WARNING: Kraken Spot = $1.3735 | Coinbase Spot = $1.3703 | Diff = 0.2293%
[2026-03-07T11:15:01.937667+00:00] [SOL] WARNING: Kraken Spot = $84.8000 | Coinbase Spot = $84.6450 | Diff = 0.1828%
[2026-03-07T11:15:02.043703+00:00] [XRP] WARNING: Kraken Spot = $1.3735 | Coinbase Spot = $1.3712 | Diff = 0.1675%
[2026-03-07T19:58:26.390609+00:00] [BTC] WARNING: Kraken Spot = $67127.0000 | Coinbase Spot = $67022.9250 | Diff = 0.1550%
[2026-03-07T19:58:33.762369+00:00] [BTC] WARNING: Kraken Spot = $67127.0000 | Coinbase Spot = $67022.9250 | Diff = 0.1550%
[2026-03-07T19:58:35.576407+00:00] [BTC] WARNING: Kraken Spot = $67126.9000 | Coinbase Spot = $67022.9250 | Diff = 0.1549%
[2026-03-07T19:58:35.926225+00:00] [BTC] WARNING: Kraken Spot = $67126.9000 | Coinbase Spot = $67022.9250 | Diff = 0.1549%
[2026-03-07T20:13:01.216569+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:01.318800+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:02.925135+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:03.303814+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:04.992012+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:05.140737+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:06.806042+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:06.853021+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:08.436696+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:08.515155+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:10.239038+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:10.599582+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:12.180420+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:12.413807+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:14.035337+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:14.044485+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:15.646160+00:00] [SOL] WARNING: Kraken Spot = $82.9200 | Coinbase Spot = $82.7850 | Diff = 0.1628%
[2026-03-07T20:13:15.718973+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:17.264054+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:17.416436+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:18.952164+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
[2026-03-07T20:13:19.208352+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:20.799920+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:20.863677+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:22.579953+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:22.647455+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:24.241957+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:24.404614+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:25.967273+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:26.111439+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:27.680041+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:27.693757+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:29.424901+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:29.637318+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:31.089709+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:31.205761+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:32.843892+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:33.155473+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:34.714916+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:34.727473+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.4850 | Diff = 0.1697%
[2026-03-07T20:13:36.554904+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:36.778883+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:36.792945+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:37.153981+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:38.814149+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7850 | Diff = 0.1508%
[2026-03-07T20:13:38.828207+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:39.190371+00:00] [ETH] WARNING: Kraken Spot = $1964.8200 | Coinbase Spot = $1961.6150 | Diff = 0.1631%
[2026-03-07T20:13:39.382538+00:00] [SOL] WARNING: Kraken Spot = $82.9100 | Coinbase Spot = $82.7750 | Diff = 0.1628%
